# Species	Genes	Alg.-Conn.	Streptococcus_australis_protein.faa	Streptococcus_cristatus_protein.faa	Streptococcus_ferus_protein.faa	Streptococcus_koreensis_protein.faa	Streptococcus_sobrinus_protein.faa	aerococcus_1.faa	aerococcus_2.faa	aerococcus_3.faa	aerococcus_4.faa	aerococcus_5.faa	anoxybacillus_1.faa	anoxybacillus_2.faa	anoxybacillus_3.faa	anoxybacillus_4.faa	anoxybacillus_5.faa	enterococcus_durans_protein.faa	enterococcus_faecium_protein.faa	enterococcus_gilvus_protein.faa	enterococcus_lactis_protein.faa	enterococcus_raffinosus_protein.faa	paenibacillus_1.faa	paenibacillus_2.faa	paenibacillus_3.faa	paenibacillus_4.faa	paenibacillus_5.faa
24	24	0.00184	WP_006595320.1	WP_005591370.1	WP_018030401.1	WP_023024832.1	WP_002959952.1	WP_034258092.1	WP_060776828.1	WP_060778689.1	WP_067978375.1	WP_050774109.1	WP_009360762.1	WP_066322169.1	*	WP_181557389.1	WP_171567214.1	WP_016177743.1	WP_002287409.1	WP_010779620.1	WP_002290936.1	WP_010745331.1	WP_014372583.1	WP_038692851.1	WP_116234463.1	WP_162354776.1	WP_162640941.1
8	10	0.246	*	*	*	*	*	*	*	*	*	*	WP_003395655.1,WP_009361549.1	WP_066327687.1,WP_066323157.1	*	WP_181555646.1	WP_171564842.1	*	*	*	*	*	*	WP_038694899.1	WP_076170450.1	WP_162357408.1	WP_162643940.1
10	10	0.118	WP_126404796.1	WP_005591223.1	*	WP_120701645.1	WP_109833550.1	WP_059349127.1	*	*	*	*	*	*	*	WP_194519325.1	*	WP_081134116.1	*	*	WP_002293561.1	WP_010745423.1	WP_014650683.1	*	*	*	*
6	26	0.17	*	*	*	*	WP_109833645.1	*	*	*	WP_067977409.1,WP_067980391.1,WP_067979271.1,WP_067977752.1,WP_067977420.1	WP_060779296.1,WP_060779312.1,WP_060779331.1,WP_060779354.1,WP_060779362.1,WP_060779308.1,WP_060779344.1,WP_060779411.1,WP_060779339.1,WP_060779359.1	*	*	*	*	*	WP_081133539.1,WP_095443582.1,WP_095443774.1	WP_002296623.1,WP_002326707.1	*	*	WP_218255782.1,WP_218256084.1,WP_218256463.1,WP_218257583.1,WP_016250130.1	*	*	*	*	*
7	13	0.272	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016523.1,WP_127016533.1	WP_181554725.1	*	*	*	*	*	*	WP_013918776.1,WP_014369103.1,WP_014368685.1,WP_014649553.1	WP_038698554.1	WP_152403228.1,WP_076175122.1	WP_162356069.1,WP_162358719.1	WP_162639573.1
11	11	0.0718	*	*	WP_003087261.1	*	*	*	*	*	*	*	WP_035065636.1	*	*	WP_181555607.1	*	WP_005879892.1	WP_002296407.1	WP_086303716.1	WP_002329268.1	WP_218255668.1	*	WP_038695856.1	WP_152404396.1	*	WP_162638332.1
17	21	0.102	*	*	*	*	WP_002963202.1	*	*	WP_060778562.1	WP_067977759.1	*	WP_009361118.1	WP_066327351.1	*	WP_181555965.1	WP_171567355.1,WP_171567396.1	WP_005877078.1	WP_002303789.1	WP_010780848.1	WP_002329146.1	WP_010744753.1	WP_013916693.1,WP_014368301.1	WP_038697362.1,WP_038694393.1	WP_076169977.1,WP_152400463.1	WP_162360382.1	WP_162645114.1
3	3	0.127	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651844.1	WP_052098260.1	*	*	WP_162640001.1
3	3	0.306	*	*	*	*	*	*	*	*	*	*	*	*	WP_127015561.1	WP_194520462.1	*	*	*	*	*	*	*	*	WP_152398501.1	*	*
3	4	0.198	*	*	*	*	*	*	*	*	*	*	*	*	WP_127015275.1	*	*	*	*	WP_114525221.1	*	WP_218256292.1,WP_218256488.1	*	*	*	*	*
2	3	0.326	*	*	*	*	*	*	*	*	*	*	*	*	WP_127015457.1,WP_127016257.1	*	*	*	*	*	*	*	WP_014653040.1	*	*	*	*
4	4	0.138	*	*	*	*	*	*	*	*	*	*	*	WP_066323114.1	*	WP_194519675.1	WP_171564033.1	*	*	*	*	*	WP_014651689.1	*	*	*	*
4	4	0.0927	WP_126404098.1	WP_005590502.1	*	WP_120702025.1	*	*	*	*	*	*	*	*	WP_127015578.1	*	*	*	*	*	*	*	*	*	*	*	*
10	13	0.106	*	WP_005590351.1	*	*	*	*	WP_060776125.1	WP_060778196.1	*	*	WP_009362382.1	WP_066324667.1,WP_066324396.1	WP_127017403.1	WP_181556191.1,WP_181556014.1,WP_181556009.1	WP_212131830.1	*	*	*	*	*	*	*	*	WP_225442443.1	WP_162645043.1
4	4	0.184	*	*	*	*	*	*	*	*	*	*	*	*	WP_164730911.1	*	WP_171564535.1	*	*	*	*	*	WP_041618214.1	WP_038698882.1	*	*	*
3	3	0.316	*	*	*	*	*	*	WP_060776421.1	*	*	*	*	*	*	*	WP_171566841.1	*	*	*	*	*	WP_041618176.1	*	*	*	*
4	4	0.0879	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651365.1	*	WP_152401666.1	WP_162355848.1	WP_162643435.1
3	3	0.324	*	*	*	*	*	*	*	*	*	*	*	*	WP_127017431.1	WP_194519287.1	WP_212132645.1	*	*	*	*	*	*	*	*	*	*
3	3	0.123	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077107.1	*	*	*	*	*	WP_014372486.1	WP_245625163.1	*	*	*
4	4	0.114	*	WP_005590240.1	*	*	*	WP_026466048.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014649556.1	*	WP_152400852.1	*	*
3	3	0.327	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652031.1	*	WP_105441947.1	WP_225442814.1	*
2	3	0.333	*	*	*	*	*	*	*	*	*	*	*	WP_066322282.1	*	*	*	*	*	*	*	*	WP_014369134.1,WP_016362283.1	*	*	*	*
4	4	0.0803	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_240318357.1	WP_002293380.1	WP_060789561.1	*	*	WP_152402494.1	*	*
3	3	0.149	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_028020790.1	*	*	*	WP_162359585.1	WP_162642739.1
3	3	0.232	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_002288813.1	WP_114525971.1	*	WP_035019382.1	*	*	*	*	*
3	3	0.231	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010778912.1	*	WP_218257446.1	WP_014649122.1	*	*	*	*
4	4	0.214	*	*	*	*	*	*	*	*	*	*	*	WP_066322783.1	*	*	WP_171566314.1	*	*	*	*	*	*	*	WP_116233377.1	*	WP_162639786.1
3	3	0.317	*	*	*	*	WP_002959419.1	*	*	*	*	*	*	*	*	*	*	*	WP_002297003.1	*	*	*	WP_014649123.1	*	*	*	*
3	3	0.261	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013914749.1	*	*	WP_162359425.1	WP_162643465.1
4	4	0.101	*	*	*	*	*	WP_059348469.1	*	*	WP_067977408.1	WP_003141139.1	*	*	*	*	*	*	*	*	*	*	WP_014649465.1	*	*	*	*
3	3	0.326	*	*	*	*	*	*	*	*	*	*	*	WP_066325365.1	*	*	*	*	*	*	*	*	WP_016362554.1	*	WP_152403915.1	*	*
3	3	0.258	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114523988.1	*	*	WP_241484593.1	*	WP_152401748.1	*	*
2	3	0.333	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_084064946.1	WP_152401686.1,WP_152401384.1	*	*
3	3	0.116	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230076621.1	*	*	*	*	*	WP_013915852.1	WP_245625008.1	*	*	*
3	3	0.327	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_218256998.1	*	*	WP_152403637.1	*	WP_162643644.1
2	3	0.328	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652971.1	*	*	WP_162358751.1,WP_162358754.1	*
3	3	0.168	*	*	*	*	*	*	*	*	*	*	*	*	WP_127015452.1	WP_181556772.1	*	*	*	*	*	*	WP_041618597.1	*	*	*	*
3	3	0.223	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014650773.1	*	*	WP_162358670.1	WP_162643977.1
3	4	0.246	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525687.1,WP_114525969.1	*	WP_028021321.1	*	*	WP_145134720.1	*	*
3	3	0.177	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114524798.1	*	WP_218257301.1	*	*	*	*	WP_225446408.1
3	3	0.239	*	*	WP_197708970.1	*	*	*	*	*	*	*	*	*	*	WP_194519656.1	*	*	*	*	*	*	*	*	WP_152397958.1	*	*
3	4	0.14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152404365.1	WP_162359489.1,WP_162358768.1	WP_162642819.1
3	3	0.262	*	*	WP_018030273.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_218255871.1	*	WP_084065357.1	*	*	*
4	4	0.187	*	*	WP_018030288.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_218917580.1	*	WP_162355019.1	WP_162644892.1
3	4	0.161	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652127.1	WP_245625091.1,WP_038693280.1	WP_152404028.1	*	*
3	3	0.326	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651856.1	*	*	WP_225442810.1	WP_225446344.1
3	3	0.126	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095443683.1	*	WP_114523796.1	*	WP_218257307.1	*	*	*	*	*
3	3	0.285	WP_048789863.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_005875326.1	WP_002289280.1	*	*	*	*	*	*	*	*
2	3	0.33	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_218256542.1,WP_070509461.1	*	WP_245625011.1	*	*	*
2	3	0.33	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_016362844.1,WP_051220083.1	*	WP_152399926.1	*	*
3	4	0.14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095443502.1	*	*	*	*	*	*	WP_152399437.1	*	WP_225446116.1,WP_162642289.1
3	3	0.12	*	*	*	*	*	*	*	*	*	*	*	*	WP_127017819.1	*	*	*	*	*	*	*	*	*	WP_152399275.1	*	WP_162638158.1
3	3	0.275	*	*	*	*	*	*	*	WP_060778850.1	*	*	*	*	*	*	*	*	*	WP_114524578.1	*	WP_218257509.1	*	*	*	*	*
3	4	0.142	*	*	*	*	*	*	*	WP_060778856.1	*	*	*	*	*	*	*	*	*	WP_114523856.1	*	WP_218256581.1,WP_028020063.1	*	*	*	*	*
3	4	0.223	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014372089.1	*	WP_152398351.1,WP_152398752.1	*	WP_162643517.1
3	3	0.301	*	WP_005590395.1	*	*	WP_019790071.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038695353.1	*	*	*
3	3	0.323	*	*	*	*	*	*	*	WP_013669418.1	*	*	*	*	*	*	WP_230077737.1	*	*	*	*	*	*	WP_038695973.1	*	*	*
4	4	0.0853	*	*	WP_018030102.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014370366.1	*	WP_152397869.1	*	WP_225446547.1
3	3	0.131	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152399509.1	WP_225442705.1	WP_162639767.1
3	3	0.0993	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010745145.1	*	WP_038693504.1	WP_076176557.1	*	*
2	3	0.327	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_206600554.1	*	WP_144023517.1,WP_152404217.1	*	*
4	4	0.135	*	*	*	*	*	*	*	*	*	*	WP_035066413.1	*	*	*	*	*	*	*	*	*	WP_014651923.1	WP_038693389.1	WP_076166323.1	*	*
4	4	0.228	*	*	*	*	*	*	*	*	*	*	WP_035064913.1	WP_066325123.1	*	WP_194520211.1	WP_230076604.1	*	*	*	*	*	*	*	*	*	*
3	3	0.237	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010781836.1	*	WP_028020226.1	*	*	*	WP_162357950.1	*
3	3	0.175	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038693749.1	*	WP_162356702.1	WP_162638993.1
3	4	0.243	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152403730.1	WP_162355722.1	WP_162639948.1,WP_162643471.1
4	4	0.0708	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077409.1	*	*	*	*	*	WP_014371531.1	*	*	WP_162356567.1	WP_162639068.1
3	3	0.328	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016005.1	*	WP_212133680.1	*	*	*	*	*	*	*	WP_152398562.1	*	*
3	3	0.323	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013918698.1	*	WP_244364733.1	*	WP_162644159.1
3	3	0.156	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016069.1	*	WP_230077905.1	*	*	*	*	*	WP_014651135.1	*	*	*	*
3	3	0.279	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_232509741.1	*	*	*	*	*	*	WP_152399492.1	*	WP_162639991.1
4	4	0.124	*	*	*	*	*	*	*	*	*	*	*	WP_066326345.1	*	WP_181556942.1	WP_212132781.1	*	*	*	*	*	*	*	WP_152402085.1	*	*
6	6	0.146	*	*	*	*	*	*	*	WP_060777660.1	*	*	WP_035067577.1	*	*	*	WP_171566602.1	*	*	WP_114525211.1	*	*	WP_014650427.1	*	WP_152397883.1	*	*
3	3	0.228	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010779251.1	*	*	WP_014651791.1	*	WP_152401221.1	*	*
3	4	0.177	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014370965.1	WP_038699474.1	WP_152400642.1,WP_152403968.1	*	*
3	3	0.181	*	*	*	*	*	*	*	*	WP_067977326.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162358232.1	WP_162640878.1
3	4	0.129	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010778890.1,WP_114525786.1	*	WP_028020779.1	*	*	*	WP_162355586.1	*
3	3	0.312	*	*	*	*	*	*	*	*	*	*	WP_009360861.1	*	*	*	*	*	*	*	*	*	WP_013919970.1	*	WP_152398223.1	*	*
3	3	0.316	*	*	*	*	*	*	*	*	*	*	WP_033383436.1	*	*	*	*	*	*	*	*	*	WP_014368916.1	WP_038696892.1	*	*	*
8	14	0.185	*	WP_111705356.1	*	*	*	*	*	*	*	WP_235585498.1,WP_235585488.1	*	*	*	WP_194520253.1	*	WP_095443744.1	WP_127817621.1,WP_086956687.1,WP_099098442.1,WP_087046766.1	WP_227869468.1	WP_219273725.1,WP_143354080.1,WP_086956687.1	*	*	*	*	*	WP_225446648.1
20	24	0.112	WP_126404655.1	WP_005589251.1	WP_018030277.1	WP_120701721.1	*	WP_016897570.1	WP_060776286.1	WP_060778080.1	WP_067980049.1	WP_003143396.1	*	*	*	*	WP_230077891.1	WP_005876718.1,WP_081133488.1	WP_002287167.1,WP_002296283.1	WP_086305471.1,WP_114524394.1	WP_002290993.1	WP_218256710.1,WP_218257287.1	WP_014370096.1	WP_084065383.1	WP_152399297.1	WP_162358183.1	WP_162644577.1
6	8	0.116	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_171564897.1	*	*	*	*	*	WP_014370172.1	WP_038694374.1	WP_076173434.1	WP_162359200.1,WP_162356106.1	WP_162643231.1,WP_162645117.1
18	18	0.0507	WP_048689681.1	WP_005591433.1	WP_018030300.1	WP_023024022.1	WP_019775343.1	WP_016897707.1	WP_060776328.1	WP_060777956.1	WP_067977425.1	WP_003141392.1	*	*	*	*	*	WP_005879074.1	WP_002295912.1	WP_114524447.1	WP_002329221.1	WP_218255552.1	*	WP_038698224.1	WP_152403931.1	WP_162355023.1	*
17	21	0.16	WP_126404965.1	WP_005591514.1	*	WP_023024691.1	WP_019768738.1	WP_059348646.1,WP_016896433.1	WP_060776407.1	WP_060777806.1	WP_067978152.1	WP_003141683.1,WP_061099718.1	*	*	*	*	*	*	WP_002347389.1	WP_010779740.1	WP_002308656.1	WP_028020243.1	*	WP_038694008.1	WP_152402052.1,WP_152401096.1	WP_225442480.1	WP_162639675.1,WP_192043671.1
12	12	0.0664	*	WP_005591128.1	WP_018030850.1	WP_000301974.1	*	WP_059349087.1	*	*	WP_067979677.1	WP_003141987.1	*	*	*	*	*	WP_081134348.1	WP_002297192.1	WP_114524605.1	WP_002291598.1	WP_218255904.1	*	*	WP_152397819.1	*	*
9	11	0.208	WP_048715581.1	WP_005589570.1	*	WP_117745012.1	*	*	*	WP_060778972.1	*	*	*	*	*	*	*	WP_095443690.1	WP_002300052.1	WP_010779767.1,WP_240318434.1	WP_002313988.1	WP_010747123.1,WP_218256177.1	*	*	*	*	*
4	5	0.177	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_081134530.1	WP_002286052.1	WP_114523798.1	*	WP_010745414.1,WP_218256525.1	*	*	*	*	*
5	5	0.0788	*	*	*	*	*	*	*	*	*	*	*	*	WP_127017484.1	*	*	*	*	*	*	*	WP_014651186.1	WP_052098247.1	*	WP_162357439.1	WP_162639290.1
5	5	0.108	*	*	*	*	*	*	*	*	*	*	*	WP_066323113.1	*	*	WP_171564568.1	*	*	*	*	*	*	*	WP_152399789.1	WP_162356224.1	WP_162645105.1
4	5	0.22	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014652096.1,WP_241484548.1	WP_038698451.1	WP_152402147.1	WP_162357251.1	*
4	5	0.153	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_014651649.1,WP_016362570.1	*	WP_152403876.1	WP_162359133.1	WP_162645377.1
8	10	0.163	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_212132311.1	WP_081133952.1	WP_002287086.1	*	*	*	WP_016362406.1,WP_013915695.1	WP_038695291.1	WP_076174742.1,WP_089547365.1	WP_162360094.1	WP_162642306.1
6	7	0.137	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077562.1	WP_232509796.1	WP_002286048.1	WP_114525544.1	WP_002315030.1	WP_218256428.1,WP_218257371.1	*	*	*	*	*
7	7	0.0999	*	*	*	*	*	*	*	*	WP_067977305.1	WP_003141814.1	*	*	*	*	*	*	*	WP_010779537.1	*	WP_010745246.1	*	WP_052098241.1	WP_208837083.1	WP_162358229.1	*
7	8	0.19	*	*	*	*	*	*	*	*	*	*	WP_128713016.1	WP_066322929.1,WP_066325503.1	*	WP_194519508.1	WP_230077723.1	*	*	*	*	*	WP_014653094.1	*	WP_152400082.1	WP_162357997.1	*
8	9	0.193	*	*	*	*	WP_019768679.1	*	WP_060777105.1	WP_060778993.1	*	*	*	*	*	*	*	WP_081135659.1	WP_002287029.1,WP_002287112.1	WP_114525591.1	WP_002328951.1	WP_028021242.1	*	*	*	*	*
7	9	0.132	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016022.1	*	*	*	*	WP_162787378.1	*	WP_070510001.1	WP_206600521.1,WP_016362714.1	WP_038698848.1	WP_152398109.1,WP_152403737.1	*	WP_162642098.1
8	9	0.114	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016056.1	*	*	WP_081133420.1	*	WP_114525111.1	*	WP_010745125.1	*	WP_038694709.1	WP_152401262.1,WP_152399912.1	WP_162358994.1	WP_162641481.1
22	22	0.115	WP_006595687.1	WP_005591787.1	WP_018030697.1	WP_006595687.1	WP_002963198.1	WP_026466155.1	WP_060776139.1	WP_060778440.1	WP_067977664.1	WP_003142387.1	WP_019416952.1	WP_066326146.1	WP_127016882.1	WP_181554355.1	*	WP_081133902.1	WP_002286664.1	WP_010780207.1	WP_002291889.1	WP_010745902.1	WP_013916395.1	WP_038697287.1	*	*	WP_162639009.1
8	11	0.127	*	*	*	*	*	*	*	*	*	*	WP_035067611.1	WP_066324228.1	*	*	WP_171567329.1	*	*	*	*	*	WP_013921027.1	WP_038693187.1	WP_116233140.1,WP_076169706.1,WP_234490032.1	WP_162358053.1	WP_162637949.1,WP_162644724.1
5	6	0.318	*	*	*	*	*	WP_026465360.1	*	*	*	*	*	*	*	*	*	WP_081133423.1	WP_002298390.1	WP_114525829.1	*	WP_218257665.1,WP_028020087.1	*	*	*	*	*
8	10	0.151	*	*	*	*	*	*	*	*	*	*	WP_035063844.1	WP_066327935.1	*	WP_194519114.1	*	*	WP_002297326.1	*	*	*	WP_014650065.1	WP_038694467.1	WP_152402518.1,WP_244364722.1	WP_162357528.1,WP_162357521.1	*
6	6	0.0875	*	*	*	*	*	*	*	*	*	*	*	*	WP_127017792.1	*	WP_171565684.1	*	*	*	*	*	*	WP_038692955.1	WP_152399668.1	WP_225442635.1	WP_225446496.1
6	6	0.057	WP_126403956.1	*	*	WP_120702235.1	*	*	*	*	*	*	*	*	*	*	WP_230077374.1	*	*	*	*	*	*	*	WP_244364385.1	WP_162358345.1	WP_162639316.1
6	6	0.0661	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_194520043.1	*	WP_095443707.1	WP_002315986.1	WP_114525601.1	WP_002329648.1	WP_070509937.1	*	*	*	*	*
6	6	0.0266	*	*	WP_018030550.1	*	*	WP_059349086.1	WP_060776472.1	*	*	*	*	*	*	*	*	*	*	WP_114525123.1	WP_047928248.1	WP_218256197.1	*	*	*	*	*
12	12	0.1	*	*	*	*	*	*	*	WP_060777730.1	*	*	WP_035063954.1	WP_066323026.1	WP_127016620.1	WP_181557160.1	WP_230077287.1	*	*	*	*	WP_218257142.1	WP_014371966.1	WP_038698025.1	WP_152398606.1	WP_162358520.1	WP_162644144.1
10	12	0.123	*	*	*	*	*	*	*	*	*	*	WP_009361508.1	WP_066322015.1	WP_127015871.1,WP_127017698.1,WP_127015740.1	WP_181557588.1	WP_171567187.1	*	*	*	*	*	WP_041618806.1	WP_038698962.1	WP_089549801.1	WP_162359786.1	WP_162642542.1
14	17	0.114	WP_126404274.1	WP_005592192.1	*	WP_120701918.1	WP_021673540.1	WP_059348552.1	WP_060776520.1	WP_060777634.1	WP_067980418.1	*	WP_009361552.1	*	*	*	WP_230077781.1	WP_081133758.1,WP_095443542.1	WP_002294246.1,WP_002288744.1	WP_114524186.1	WP_002329739.1,WP_047929520.1	*	*	*	*	*	*
12	13	0.111	WP_126403777.1	WP_005591118.1	*	WP_023024009.1	*	*	*	*	*	*	WP_009360868.1	WP_066323082.1	WP_127017736.1	WP_181557224.1	WP_171565043.1	*	*	*	*	*	WP_013914358.1	WP_038696288.1,WP_038695293.1	*	WP_162355362.1	WP_162640316.1
13	13	0.0635	*	*	*	*	WP_019780850.1	WP_059348527.1	*	*	WP_067979477.1	WP_003140823.1	WP_035065789.1	WP_066325496.1	*	*	*	WP_016177244.1	WP_002296566.1	WP_086306133.1	WP_002329718.1	WP_010746906.1	WP_241484251.1	*	*	WP_225442661.1	*
9	9	0.111	*	*	WP_018029585.1	*	WP_019769201.1	*	*	*	*	*	*	*	*	*	*	WP_095443497.1	WP_086321942.1	WP_114524574.1	WP_002329431.1	WP_010746151.1	*	*	WP_152401706.1	*	WP_162640209.1
9	9	0.17	WP_126404402.1	WP_005590563.1	*	WP_023023603.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114524441.1	*	WP_218255541.1	*	WP_052098744.1	WP_152402117.1	WP_162358018.1	WP_162644751.1
7	8	0.179	*	*	*	*	*	*	WP_060776469.1	WP_060778844.1	*	*	*	*	*	*	*	WP_081134850.1	WP_002289226.1	WP_114525673.1	WP_002328999.1	WP_218256167.1,WP_028020809.1	*	*	*	*	*
9	9	0.0228	*	*	*	*	*	WP_216818632.1	*	*	*	*	*	*	*	*	*	WP_081133771.1	WP_101699684.1	WP_086305892.1	WP_002293436.1	WP_218256439.1	WP_014650984.1	WP_038696148.1	WP_244364627.1	*	*
7	9	0.213	WP_126403880.1	WP_005590085.1	WP_018030812.1	WP_120701265.1,WP_120701164.1,WP_120701567.1	WP_109833445.1	*	*	*	*	*	*	*	*	*	*	*	WP_002303265.1	*	*	WP_218256367.1	*	*	*	*	*
11	12	0.166	WP_049514824.1	WP_005590328.1	WP_018030865.1	WP_023026809.1	WP_002962283.1	*	*	WP_143238437.1	*	*	*	WP_066324244.1	*	WP_181556816.1	WP_230077403.1	*	*	WP_205242198.1,WP_114525922.1	*	WP_010747331.1	*	*	*	*	*
15	18	0.167	*	*	WP_018030329.1	*	WP_109833660.1	*	*	*	*	*	WP_009373606.1	*	*	WP_194520446.1	WP_230077560.1	WP_081134970.1	WP_002293904.1	WP_114524636.1	WP_002329357.1	WP_218255978.1	WP_013915769.1,WP_014652782.1	WP_038698391.1,WP_038700771.1	WP_145027048.1	WP_225442820.1,WP_162360205.1	WP_162641934.1
5	7	0.33	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_013917857.1,WP_014649309.1	WP_038698788.1	WP_152399414.1	WP_162359298.1,WP_162357981.1	WP_162642237.1
7	7	0.106	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016748.1	*	WP_212133620.1	*	*	*	*	*	WP_014368939.1	WP_052099035.1	WP_244364138.1	WP_162358065.1	WP_162644712.1
6	7	0.235	*	*	*	*	*	WP_059348643.1	*	WP_060778422.1	WP_067980476.1	WP_039935019.1,WP_003143693.1	*	*	WP_127017281.1	*	*	*	*	*	WP_137202906.1	*	*	*	*	*	*
6	7	0.123	*	*	WP_018030453.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_081135714.1	WP_002293945.1	WP_114525538.1,WP_240318451.1	WP_002290402.1	WP_070509456.1	*	*	*	*	*
6	7	0.116	*	*	WP_018030249.1	*	WP_019777400.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_010745168.1	WP_014370692.1,WP_014649173.1	*	WP_152401765.1	*	WP_162643599.1
7	7	0.0371	WP_006595112.1	WP_005591585.1	WP_018031118.1	WP_006595112.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_086305686.1	WP_002309310.1	WP_070509861.1	*	*	*	*	*
7	7	0.124	*	*	*	*	*	*	*	*	*	*	WP_035066402.1	*	WP_127015440.1	*	WP_171564449.1	*	*	*	*	*	WP_013917854.1	*	WP_152402131.1	WP_162357970.1	WP_225446284.1
20	24	0.112	*	*	WP_018030758.1	*	WP_019771160.1	WP_059348934.1	WP_060776388.1	WP_060777826.1	*	WP_003143095.1	WP_035064948.1	WP_066323282.1	*	WP_181555782.1,WP_181556883.1	WP_171565561.1,WP_230076689.1	WP_081134122.1	WP_002289332.1	WP_010780014.1	WP_002328946.1	WP_028021285.1	WP_013917769.1	WP_038697668.1	WP_145160212.1,WP_076169840.1	WP_162356964.1	WP_162638801.1,WP_162640483.1
